# Pressure Mass Radius Compactness k2 k3 k4 k9 h2 h3 h4 h9 j2 j3 j4 j9
7.196856730011528489e-12	2.971466568399577235e-01	1.340122450048814251e+01	3.274135138818892732e-02	4.487277652229786085e-02	8.665861281225071405e-03	2.343482483483318082e-03	1.426715296306593994e-06	1.001988540392776628e+00	2.981665315246280201e-01	4.258400076990426775e-01	5.563790091170366381e-01	-1.551034709195011274e-03	-2.500167377838030582e-04	-2.740214723703180769e-05	-2.938847636066022429e-08
8.286427728546859754e-12	3.277393631186701350e-01	1.306553639853717463e+01	3.704005273323567049e-02	5.330880933792370852e-02	1.094444472129991672e-02	3.128723218237635349e-03	2.279936435437654835e-06	1.009352959815388306e+00	2.948056192592682367e-01	4.174319171410466600e-01	5.318307800301893540e-01	-2.044415995182105508e-03	-3.481361603344975525e-04	-4.025427307732268800e-05	-5.059206742599834519e-08
9.540954763499924011e-12	3.611383232337361249e-01	1.279882898651839973e+01	4.166521009713478052e-02	6.173657339755001666e-02	1.337010904392335088e-02	4.011671045244331359e-03	3.486302868365564813e-06	1.016410206309320774e+00	2.913012192749884766e-01	4.086519225493043250e-01	5.064765035703462370e-01	-2.630961820672401367e-03	-4.691580037492507028e-04	-5.682416186888690263e-05	-8.359963322827814502e-08
1.098541141987557304e-11	3.974724989800434427e-01	1.258719585356485737e+01	4.662816564078832438e-02	6.990039815521928435e-02	1.585557863842849621e-02	4.964332837219004313e-03	5.076231974854316518e-06	1.022656586899010955e+00	2.876026269255070322e-01	3.994893969806820877e-01	4.804486459255016273e-01	-3.315112771867427879e-03	-6.140948318501176844e-04	-7.739103810284576684e-05	-1.319362911419760837e-07
1.264855216855295744e-11	4.368570721638911913e-01	1.241982231174307039e+01	5.193907648736141580e-02	7.756457435012800716e-02	1.830825499749410765e-02	5.947739056930319464e-03	7.034573651298968519e-06	1.027619061301662473e+00	2.836553450604182292e-01	3.899293612564190825e-01	4.538958491173479826e-01	-4.099728118004169336e-03	-7.830826043463653182e-04	-1.020427862815597689e-04	-1.986228461880162359e-07
1.456348477501244526e-11	4.793881499509335953e-01	1.228813615029916662e+01	5.760650335410913425e-02	8.452292343746697911e-02	2.063692619592302768e-02	6.918979437049482990e-03	9.291707365791270065e-06	1.030875018840311075e+00	2.794055446765503214e-01	3.799556675231197667e-01	4.269813922247053806e-01	-4.985998564967509573e-03	-9.753079499779464777e-04	-1.306449335023995579e-04	-2.854403533586074426e-07
1.676832936811009920e-11	5.251370424850421159e-01	1.218521927283391371e+01	6.363697691793686328e-02	9.060527457338661550e-02	2.275767546875023112e-02	7.835172006988430290e-03	1.172435748827957072e-05	1.032066437019071747e+00	2.748041934102150585e-01	3.695545956988289804e-01	3.998808997959108491e-01	-5.973382781850973024e-03	-1.188985065168348190e-03	-1.628264081525908563e-04	-3.922245209099872805e-07
1.930697728883245654e-11	5.741442172218355067e-01	1.210539301639363252e+01	7.003454897021488268e-02	9.568107098059934479e-02	2.459859126040848248e-02	8.656200450571910690e-03	1.416680936755989410e-05	1.030908750976982313e+00	2.698105470682755080e-01	3.587184041377011190e-01	3.727793560456758581e-01	-7.059564058571532116e-03	-1.421382223552944283e-03	-1.979837035440538441e-04	-5.163680734632181341e-07
2.222996482526191119e-11	6.263982982303726299e-01	1.204391807698604389e+01	7.679854841885967731e-02	9.965931853472695390e-02	2.610274473307978502e-02	9.347551910877037809e-03	1.643171193488015790e-05	1.027195689069983375e+00	2.643962913278122273e-01	3.474514648957519047e-01	3.458744502785307540e-01	-8.240090072934950008e-03	-1.668826034832851003e-03	-2.352928590860980864e-04	-6.526485718686428906e-07
2.559547922699533196e-11	6.818221925124575700e-01	1.199671469777204003e+01	8.392262067153573313e-02	1.024878442463346834e-01	2.723031208773751474e-02	9.882802129134136970e-03	1.833628850407075680e-05	1.020800013087580282e+00	2.585477400526114966e-01	3.357732071400015283e-01	3.193720690996461054e-01	-9.508171369139608795e-03	-1.926788895117968921e-03	-2.737447399072226494e-04	-7.935325485941394197e-07
2.947051702551809923e-11	7.403243961330618905e-01	1.196028299439108267e+01	9.140097750295733681e-02	1.041574272922671796e-01	2.796101512278979795e-02	1.024560328164409069e-02	1.973063252157925126e-05	1.011674361802338051e+00	2.522620223945297724e-01	3.237090948707227467e-01	2.934567554337693118e-01	-1.085601903447924559e-02	-2.190324036541829462e-03	-3.122400111711078540e-04	-9.300911917947082462e-07
3.393221771895329607e-11	8.017614372143933021e-01	1.193162513761295074e+01	9.922378702013391616e-02	1.046939358763610134e-01	2.829210805898970532e-02	1.042937009971460320e-02	2.051567187927106674e-05	9.998457196690119231e-01	2.455505441310049386e-01	3.112985295253198337e-01	2.683057866206994824e-01	-1.227419624820570362e-02	-2.454100209504770595e-03	-3.496274647403585338e-04	-1.052980800152524945e-06
3.906939937054620791e-11	8.659318243078073518e-01	1.190813905180386278e+01	1.073766965332054318e-01	1.041535030219018637e-01	2.823677869612365235e-02	1.043684421919552179e-02	2.065404837241148996e-05	9.854084908052502811e-01	2.384386086048981557e-01	2.985948302597452031e-01	2.440851618410343760e-01	-1.375166503812336703e-02	-2.712601946985684128e-03	-3.847682439576394762e-04	-1.153610693592057598e-06
4.498432668969453413e-11	9.325731115170214913e-01	1.188754774670609748e+01	1.158406138423052484e-01	1.026174849024705377e-01	2.782187717500845398e-02	1.027900899930956832e-02	2.017035905786560506e-05	9.685166990239125751e-01	2.309642864735033108e-01	2.856640184017672501e-01	2.209450078479982538e-01	-1.527591209495027420e-02	-2.960350873420336103e-03	-4.166005483805816558e-04	-1.225214938137302681e-06
5.179474679231201837e-11	1.001360634286368567e+00	1.186785003787215587e+01	1.245915817416596710e-01	1.001871891268641956e-01	2.708517893300279797e-02	9.973534638978641745e-03	1.914225344545741821e-05	9.493754671726357675e-01	2.231768071109638540e-01	2.725828681615015681e-01	1.990154128694618663e-01	-1.683311939860330370e-02	-3.192128652041714264e-03	-4.441986124692472800e-04	-1.263631522696238698e-06
5.963623316594636728e-11	1.071908217279364584e+00	1.184728611325748560e+01	1.336007691575102352e-01	9.697849696079455240e-02	2.607238672074987593e-02	9.542937997055104746e-03	1.768500111176771550e-05	9.282318627343687512e-01	2.151345623059592871e-01	2.594363576027042817e-01	1.784029139425927779e-01	-1.840838242642593714e-02	-3.403189561919273305e-03	-4.668214917248588239e-04	-1.267669359132002117e-06
6.866488450042998923e-11	1.143771105906799868e+00	1.182431374691155312e+01	1.428345962093258148e-01	9.311655218938605372e-02	2.483408157599543281e-02	9.012654851809957790e-03	1.593314719122614483e-05	9.053653309313182129e-01	2.069028376951450865e-01	2.463147033566667754e-01	1.591878708484030791e-01	-1.998597626018000506e-02	-3.589450604897174123e-03	-4.839481171898147053e-04	-1.239031085986082845e-06
7.906043210907701173e-11	1.216451280225808951e+00	1.179759213794438999e+01	1.522550046955747916e-01	8.873069683352476089e-02	2.342281401525093953e-02	8.409189666596889740e-03	1.402278335682802552e-05	8.810779874374047305e-01	1.985513970899538405e-01	2.333101845940931118e-01	1.414229202831908394e-01	-2.154966660947401150e-02	-3.747647804747792060e-03	-4.952963407867278260e-04	-1.181850269604638992e-06
9.102981779915226861e-11	1.289405186031683304e+00	1.176597107217488336e+01	1.618198787265561767e-01	8.394980187109357672e-02	2.189048510907646780e-02	7.758472063314684856e-03	1.207710104372035709e-05	8.556850014656844916e-01	1.901520339012189031e-01	2.205139542287928855e-01	1.251326280104265720e-01	-2.308305906585669809e-02	-3.875449143494830596e-03	-5.008251804677536865e-04	-1.101965462921941010e-06
1.048113134154683162e-10	1.362053771096416455e+00	1.172848358824825787e+01	1.714836123739740259e-01	7.889813452767052704e-02	2.028613616206341799e-02	7.084522484100260094e-03	1.019673033440232652e-05	8.295053372885174969e-01	1.817762054259071114e-01	2.080130291668461917e-01	1.103143630158298777e-01	-2.456997612521732988e-02	-3.971517354799231590e-03	-5.007210238054834962e-04	-1.006083801517017043e-06
1.206792640639326397e-10	1.433794555846082952e+00	1.168434068321404773e+01	1.811978126510340459e-01	7.369189060328412699e-02	1.865422610193673975e-02	6.408474932696978620e-03	8.455167871313995094e-06	8.028531605490909495e-01	1.734928585947843882e-01	1.958876291580042561e-01	9.694031554577128840e-02	-2.599484805697359346e-02	-4.035519374952224216e-03	-4.953699783941845243e-04	-9.009799084720707271e-07
1.389495494373136011e-10	1.504015312103262447e+00	1.163292687231821176e+01	1.909121175576888874e-01	6.843642109663433670e-02	1.703341226915242382e-02	5.747963920390064541e-03	6.898605146877847303e-06	7.760300008529300575e-01	1.653665139326786493e-01	1.842089763507868405e-01	8.496048043047596532e-02	-2.734310102289157912e-02	-4.068083317524538896e-03	-4.853196970080442241e-04	-7.928417272827693653e-07
1.599858719606057332e-10	1.572105656521598505e+00	1.157379710826490182e+01	2.005746765629813910e-01	6.322448643129258139e-02	1.545591963865266746e-02	5.116890523184089608e-03	5.549066243964648972e-06	7.493192413719377276e-01	1.574560471246624072e-01	1.730381493492945399e-01	7.430680624414739976e-02	-2.860146588501626813e-02	-4.070707580852795347e-03	-4.712353098329493599e-04	-6.868298878342583441e-07
1.842069969326716288e-10	1.637124722949386157e+00	1.150657016961453216e+01	2.100903535039399250e-01	5.814996049152219154e-02	1.395250330926109394e-02	4.527604743795668463e-03	4.413584874415077859e-06	7.230724988551139321e-01	1.498452016268787268e-01	1.624703114503280865e-01	6.493676606698717269e-02	-2.975171715082516183e-02	-4.045543232023054818e-03	-4.539065360821316624e-04	-5.872432691576687338e-07
2.120950887920192629e-10	1.698294891543058238e+00	1.143069874762756299e+01	2.193868331127571958e-01	5.327687383318441272e-02	1.254250203710824407e-02	3.986987275524971758e-03	3.480323034937963913e-06	6.975393796645111832e-01	1.425884716934812113e-01	1.525574310329584904e-01	5.676211547908964483e-02	-3.078023775597446554e-02	-3.995442290645472190e-03	-4.341278150784582041e-04	-4.967482523807738774e-07
2.442053094548654579e-10	1.755184758211294271e+00	1.134605270313807956e+01	2.284274424931442282e-01	4.864752027206845769e-02	1.123572467758511030e-02	3.497363012423438441e-03	2.726108588493717145e-06	6.728792598080856058e-01	1.357077224973697038e-01	1.433039836952787749e-01	4.965891833579119674e-02	-3.168158273087212651e-02	-3.923834303014777508e-03	-4.126408793613491250e-04	-4.165302055735583951e-07
2.811768697974236437e-10	1.807440195085809442e+00	1.125279165694942662e+01	2.371777217972009522e-01	4.429376779823530202e-02	1.003749631577546472e-02	3.058924825808757939e-03	2.125177928877453265e-06	6.492301171394508907e-01	1.292187945284564154e-01	1.347067870504189691e-01	4.350905824718173665e-02	-3.245294926754022785e-02	-3.834330845232850234e-03	-3.901291493302432305e-04	-3.468792488409420575e-07
3.237457542817639907e-10	1.854778816259403440e+00	1.115126459740677767e+01	2.456055866603680249e-01	4.023652536670015156e-02	8.949213251854189546e-03	2.670197563799533991e-03	1.651962045644206127e-06	6.267034486081175526e-01	1.231316711678992065e-01	1.267559792277539177e-01	3.820191102085079143e-02	-3.309380645072074884e-02	-3.730540570097892143e-03	-3.671958215077610792e-04	-2.874395895745281310e-07
3.727593720314938032e-10	1.896991263747521916e+00	1.104196119679455990e+01	2.536818225849615804e-01	3.648666593669974700e-02	7.969077856951046340e-03	2.328499982423768572e-03	1.282825538866973499e-06	6.053834266894904115e-01	1.174507940527435568e-01	1.194358585717654603e-01	3.363523266843565507e-02	-3.360568501482536635e-02	-3.615935473706012159e-03	-3.443528852585826653e-04	-2.374363887927522312e-07
4.291934260128778516e-10	1.933942305904662984e+00	1.092547937076603759e+01	2.613805380339384588e-01	3.304644994491181403e-02	7.092852555223541806e-03	2.030358328925068942e-03	9.969838169038621843e-07	5.853279866760843220e-01	1.121755618537996491e-01	1.127258164505631211e-01	2.971566273137697320e-02	-3.399196939291156822e-02	-3.493749697511744096e-03	-3.220177487019793374e-04	-1.958631130620572845e-07
4.941713361323838014e-10	1.965570320105020752e+00	1.080250024746448823e+01	2.686795027198886632e-01	2.991110490676175682e-02	6.314562996710331583e-03	1.771853227246739321e-03	7.768281582272377543e-07	5.665709802090127534e-01	1.073009570571041016e-01	1.066013339681153305e-01	2.635891495799069090e-02	-3.425766769410305140e-02	-3.366907683368528144e-03	-3.005157012067932645e-04	-1.616238738840865701e-07
5.689866029018281384e-10	1.991884841788084337e+00	1.067376727851296003e+01	2.755603527854028068e-01	2.707039849478873675e-02	5.627118154801623306e-03	1.548896216524538010e-03	6.078663398469362901e-07	5.491249675934551933e-01	1.028182501048195141e-01	1.010349914269607075e-01	2.348969784547606451e-02	-3.440916008579857077e-02	-3.237979626110078918e-03	-2.800866461963719936e-04	-1.336328388278015779e-07
6.551285568595495443e-10	2.012962265921011795e+00	1.054006811035583091e+01	2.820086643083854483e-01	2.451008877179957496e-02	5.022825867213352204e-03	1.357436669543669264e-03	4.784397796816836791e-07	5.329842649654448206e-01	9.871572137337462916e-02	9.599743089117605821e-02	2.104141005123531458e-02	-3.445393358394503031e-02	-3.109161327264502433e-03	-2.608946459340471483e-04	-1.108770501015284563e-07
7.543120063354607567e-10	2.028939978971306513e+00	1.040221861519484392e+01	2.880139066351217747e-01	2.221320957922880146e-02	4.493804061405537453e-03	1.193607715846605258e-03	3.793378018810433561e-07	5.181280711307307829e-01	9.497936695495241832e-02	9.145823664102326056e-02	1.895566282735752089e-02	-3.440031355473688324e-02	-2.982274616715061867e-03	-2.430389836915558370e-04	-9.245066690503313578e-08
8.685113737513520018e-10	2.040009295247029453e+00	1.026104882894595072e+01	2.935692930690046443e-01	2.016116031645142845e-02	4.032291638719954011e-03	1.053820292703347688e-03	3.033869422272137726e-07	5.045234907408508995e-01	9.159355526762699706e-02	8.738670478654109175e-02	1.718168159903551290e-02	-3.425720229707552439e-02	-2.858783946837430232e-03	-2.265656735055629489e-04	-7.756859413599409858e-08
1.000000000000000062e-09	2.046407607595401412e+00	1.011739069337743224e+01	2.986715498890908371e-01	1.833459653192198030e-02	3.630870268254449054e-03	9.348158413145691995e-04	2.450621384210063166e-07	4.921283467589384064e-01	8.854161469863711109e-02	8.375248832524116727e-02	1.567563530049388004e-02	-3.403383391402006741e-02	-2.739824649930324915e-03	-2.114786032276692559e-04	-6.556641936865277734e-08
