# Pressure Mass Radius Compactness k2 k3 h2 h3 j2 j3
9.999999999999999799e-13	9.871053542559617144e-02	6.176114025688535492e+01	2.360034964183762782e-03	1.974278580266207472e-04	1.668391161338514771e-05	9.933402029875455508e-01	3.302335637020968884e-01	-1.078824543221592008e-06	-1.376636381876204628e-07
1.047370897959448749e-12	9.970277651750414361e-02	5.721763898463171927e+01	2.573046024092620968e-03	2.112080600031430533e-04	3.021939899543893220e-05	9.927338511178422920e-01	3.299516068046899342e-01	-1.293472354914356255e-06	-1.522586691430575426e-07
1.096985797892381920e-12	1.007342280267623097e-01	5.328032168987070349e+01	2.791775292037070554e-03	2.292933849091394617e-04	-2.731895272953848352e-04	9.921160109478539546e-01	3.296625605217554100e-01	-1.557393679993492729e-06	-1.691371044487046869e-07
1.148951000187311009e-12	1.018018312674826981e-01	4.984056267566180765e+01	3.016080222141198641e-03	2.522017845726069892e-04	6.500509911699593388e-05	9.914950902022586776e-01	3.293666202282201083e-01	-1.879884472212245908e-06	-1.887528358098204141e-07
1.203377840777590522e-12	1.029030701321828473e-01	4.681323088031772528e+01	3.245861253224189939e-03	2.805337927289244066e-04	5.993660494976748871e-05	9.908685627915246874e-01	3.290639458005772955e-01	-2.271273122268279771e-06	-2.116645165587773660e-07
1.260382929679727463e-12	1.040360499789878407e-01	4.413060370877356320e+01	3.481081738702310711e-03	3.148673420800769175e-04	7.570984513184248193e-05	9.902397572954777516e-01	3.287545930505137437e-01	-2.743009420753069581e-06	-2.385638161088005472e-07
1.320088400831416649e-12	1.051995004161988406e-01	4.173822968942677392e+01	3.721773058361390208e-03	3.559495351171200386e-04	6.273775755590295616e-05	9.896072228809980054e-01	3.284385914055893974e-01	-3.307713411597303655e-06	-2.702798334979513321e-07
1.382622173764653478e-12	1.063927824192650445e-01	3.959190852306776520e+01	3.968039297255017070e-03	4.044944238205393531e-04	6.515443519922119024e-05	9.889742423136530514e-01	3.281158509190895689e-01	-3.979293085890108351e-06	-3.078068442947788886e-07
1.448118227674535917e-12	1.076158964651460909e-01	3.765545432169751905e+01	4.220061411777944853e-03	4.612856795653628842e-04	6.168196569325080979e-05	9.883414259116422018e-01	3.277862008039371111e-01	-4.773115438813826268e-06	-3.523343267719225141e-07
1.516716888470924089e-12	1.088694946315685030e-01	3.589901318505653904e+01	4.478101483367551670e-03	5.271598829896476796e-04	7.231216444938116353e-05	9.877091572127432162e-01	3.274493752141161562e-01	-5.706210867684749299e-06	-4.052699148071938455e-07
1.588565129428052692e-12	1.101548988975397936e-01	3.429778085938692556e+01	4.742507540515849065e-03	6.030456867297112611e-04	7.191015452031609230e-05	9.870800550389132733e-01	3.271050164739620070e-01	-6.797559739993931015e-06	-4.682818674597874349e-07
1.663816886076127415e-12	1.114743047856063679e-01	3.283081432335775673e+01	5.013757822996686188e-03	6.899287227477250836e-04	8.187153377174371291e-05	9.864529537144123283e-01	3.267526029001921462e-01	-8.068644689345861270e-06	-5.433574571982795104e-07
1.742633386009647278e-12	1.128304901788644982e-01	3.148055781743699555e+01	5.292419862916107089e-03	7.889026122522161191e-04	8.527736242186789728e-05	9.858293297922468001e-01	3.263915125470605583e-01	-9.543756663549347481e-06	-6.328402387900664452e-07
1.825183494319046040e-12	1.142258986578855995e-01	3.023286518226885278e+01	5.578989077046639378e-03	9.011235745949091810e-04	9.417509637555500975e-05	9.852097182720312984e-01	3.260212417129777496e-01	-1.124945480027649694e-05	-7.394516762456268613e-07
1.911644075385703708e-12	1.156623856938795714e-01	2.907630628421578578e+01	5.873853979525154624e-03	1.027746182250027307e-03	1.063513291753938507e-04	9.845959126843240039e-01	3.256414375940354100e-01	-1.321426982120566421e-05	-8.662918923737831371e-07
2.002200371815584363e-12	1.171409016088101884e-01	2.800170574772043608e+01	6.177237650787996762e-03	1.169911676947981869e-03	1.167516872217016041e-04	9.839894330131755407e-01	3.252519856008006527e-01	-1.546801881163996443e-05	-1.016831144238582130e-06
2.097046401323230665e-12	1.186621596144988022e-01	2.700120463224282119e+01	6.489322277048837490e-03	1.328705717285701008e-03	1.293539589371567788e-04	9.833921756038630502e-01	3.248528219274976481e-01	-1.804230637521391306e-05	-1.194963434535024249e-06
2.196385372416542332e-12	1.202271204860304310e-01	2.606778347540831930e+01	6.810336572638271170e-03	1.505289366546061231e-03	1.452776233329931843e-04	9.828060237395769283e-01	3.244438561113434094e-01	-2.097123568228034557e-05	-1.405086821186690350e-06
2.300430119772921506e-12	1.218370598502676594e-01	2.519516370920821302e+01	7.140563088185516126e-03	1.700814410229831153e-03	1.633734907423941998e-04	9.822323848119686174e-01	3.240249294864248064e-01	-2.429171628901083692e-05	-1.652159623576604551e-06
2.409403560239526876e-12	1.234935495778393677e-01	2.437775488003567048e+01	7.480330782134287336e-03	1.916479169520045583e-03	1.835255893444566748e-04	9.816730956977914868e-01	3.235958447648530356e-01	-2.804369867204883733e-05	-1.941757523451179676e-06
2.523539170434765862e-12	1.251982165476333286e-01	2.361067117855599662e+01	7.829969033887843044e-03	2.153501770915665012e-03	2.066658013421142749e-04	9.811298392750061881e-01	3.231564271112103426e-01	-3.226989431561574955e-05	-2.280092465760320145e-06
2.643081486974102692e-12	1.269526083472257150e-01	2.288965366898664655e+01	8.189787657215424899e-03	2.413071488831968099e-03	2.335107732222972037e-04	9.806042435588805395e-01	3.227065377494937048e-01	-3.701557170925865326e-05	-2.674031703004362279e-06
