# Pressure Mass Radius Compactness k2 k3 h2 h3 j2 j3
9.999999999999999799e-13	5.157383038785988916e+00	3.548151319176711258e+05	2.146334911133866488e-05	-1.046859846278901151e-07	-1.713438563612850680e-18	-1.889401624898805751e-06	3.376918579834563561e-01	5.359310041214307701e-09	-2.907775558795907086e-07
1.047370897959448749e-12	4.331946252520548768e+00	2.703417345587164164e+05	2.366138699069597116e-05	7.576683970733743246e-08	3.406966483580712518e-18	5.033937852065379800e-06	3.359593110377305236e-01	-2.689250869536059398e-08	-1.976245125887801995e-07
1.096985797892381920e-12	4.731052620185974611e+00	2.104958582042768539e+05	3.318825807494582125e-05	-4.908389250229793534e-07	-1.122734229207292245e-16	-1.113794884065446780e-04	3.352361116169302324e-01	5.214924824086408778e-08	-1.974504472406065294e-07
1.148951000187311009e-12	6.925444955313673212e+00	2.097401296818423725e+05	4.875693362975870750e-05	-8.176044974253575439e-06	-1.994141802086850044e-15	-6.744439419212763754e-04	3.357818545626415352e-01	2.748130210111168415e-07	-3.398815577271958179e-07
1.203377840777590522e-12	1.555641489400853494e+01	3.761251888253606739e+05	6.107272998609847932e-05	-9.460177989996016893e-06	-8.857304275301133251e-15	-4.441532612725562442e-04	3.433612303477918681e-01	-9.167771727406219380e-06	-1.434191041163571562e-06
1.260382929679727463e-12	8.507700663144827924e-02	6.516496177642243310e+02	1.927828033910388740e-04	1.076380457283304487e-06	5.663039986310527343e-14	1.054704557203227644e+00	3.330765137329909642e-01	-5.999067806897600393e-10	-4.105868639777880291e-11
1.320088400831416649e-12	8.624922501765000526e-02	2.301077947631419818e+02	5.534700261626715554e-04	4.822595167717652201e-06	3.697925428654651847e-11	9.995319547472925059e-01	3.325964482734262706e-01	-8.994229165386875033e-09	-5.790645352837824060e-10
1.382622173764653478e-12	8.781999368155608832e-02	1.381993690397538899e+02	9.383342663835263263e-04	1.195238400238699696e-05	-8.463856056853780486e-09	9.970403625381517587e-01	3.320851373222254987e-01	-3.682907129728890860e-08	-2.483731132539876612e-09
1.448118227674535917e-12	8.966191990451960470e-02	9.842783565690008629e+01	1.345117842946174725e-03	2.231204843357073486e-05	8.760405444762058830e-08	9.960157719359497008e-01	3.315456554787827859e-01	-9.704034178153233306e-08	-6.692344724908180396e-09
1.516716888470924089e-12	9.171753139013774647e-02	7.640907847800191632e+01	1.772464844734855053e-03	3.660468875873405787e-05	3.479669892882325483e-07	9.947675545510813455e-01	3.309799073358590249e-01	-2.079531814455978591e-07	-1.420753679088823513e-08
1.588565129428052692e-12	9.395522369926152806e-02	6.250745966188260638e+01	2.219521297372639874e-03	5.639016444213661844e-05	2.183727480798432841e-06	9.934740336843598252e-01	3.303891421927027117e-01	-3.967141612785505067e-07	-2.624826125704450427e-08
1.663816886076127415e-12	9.635594077046644168e-02	5.297669007714482348e+01	2.685739647941422226e-03	8.413802371397144657e-05	7.599782460158361246e-06	9.921417239996288551e-01	3.297742297874584616e-01	-7.020498077059663378e-07	-4.443007817410760893e-08
1.742633386009647278e-12	9.890772573401293566e-02	4.606089711295823719e+01	3.170794225462299654e-03	1.232380219732442028e-04	1.400826926635469536e-05	9.907754943909768963e-01	3.291357868933481035e-01	-1.176508137191502354e-06	-7.104935884731289638e-08
1.825183494319046040e-12	1.016031100332257658e-01	4.082952173936612184e+01	3.674539700695611446e-03	1.779712724398941248e-04	1.612997360271673164e-05	9.893883967771816002e-01	3.284742486628400293e-01	-1.888211806855120026e-06	-1.093999377321928655e-07
1.911644075385703708e-12	1.044375382314758349e-01	3.674451232555685465e+01	4.196955587208663248e-03	2.534379812415936948e-04	2.744080733981154859e-05	9.879908560205840073e-01	3.277899581584673427e-01	-2.922165732098945250e-06	-1.641661010593297725e-07
2.002200371815584363e-12	1.074085544945953125e-01	3.347356407739930972e+01	4.738131948221536473e-03	3.554611566139418170e-04	3.413058408571149199e-05	9.865929106375392887e-01	3.270832015453363217e-01	-4.381217865402485900e-06	-2.418538930003332002e-07
2.097046401323230665e-12	1.105152358424285469e-01	3.080067021895714419e+01	5.298247270331660555e-03	4.904686999454197470e-04	4.413523332261856707e-05	9.852087637611767201e-01	3.263542518389007663e-01	-6.386686093244115357e-06	-3.512510318045788682e-07
2.196385372416542332e-12	1.137578500230020939e-01	2.857950703607587428e+01	5.877557372261122369e-03	6.653637311731238702e-04	5.589370964652497610e-05	9.838516926877977076e-01	3.256033964305486417e-01	-9.078742427009305353e-06	-5.039230140486571755e-07
2.300430119772921506e-12	1.171376085425894914e-01	2.670754529075421146e+01	6.476384352210545411e-03	8.873842023593046194e-04	7.174326642455646917e-05	9.825361113802079105e-01	3.248309609297347356e-01	-1.261656543255939539e-05	-7.146862718010915495e-07
2.409403560239526876e-12	1.206563993801845064e-01	2.511091575024358846e+01	7.095092226650498608e-03	1.163962469385176716e-03	9.407370392741117157e-05	9.812767625844842634e-01	3.240373485571618195e-01	-1.717819751223538833e-05	-1.002117816922726083e-06
2.523539170434765862e-12	1.243167465417100853e-01	2.373506134954623903e+01	7.734095176429292041e-03	1.502584270823271529e-03	1.214701477793180803e-04	9.800883977872720809e-01	3.232230323594676991e-01	-2.296037438824729578e-05	-1.389004826174056688e-06
2.643081486974102692e-12	1.281216300924914731e-01	2.253887101645754854e+01	8.393837018919315246e-03	1.910649085664827386e-03	1.562934291398995626e-04	9.789855824062699829e-01	3.223885813533940992e-01	-3.017800260320294991e-05	-1.902812953603801608e-06
